2023-11-02 08:29:54,689 | INFO | MainProcess | MainThread | Projects folder: ./sample_projects/*
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_List_Int: File>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Dict: Meta>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Number: Percent>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Any>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Trigger>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Time to Event>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Input>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Sync>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_stringable: Text>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 1>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 2>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_List_Int: File>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Dict: Meta>
2023-11-02 08:29:59,899 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Number: Percent>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Any>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_Int: Trigger>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_Int: Time to Event>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Input>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Sync>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_stringable: Text>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Trigger>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_List_Int: File>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1>  <Port_Dict: Meta>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Number: Percent>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Any>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Int: Trigger>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Input>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Sync>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_stringable: Text>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Trigger>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:29:59,900 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_List_Int: File>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2>  <Port_Dict: Meta>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Number: Percent>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Any>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Int: Trigger>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Input>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Sync>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_stringable: Text>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_List_Int: File>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger>  <Port_Dict: Meta>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Number: Percent>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Any>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Int: Trigger>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Input>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Sync>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_stringable: Text>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_List_Int: File>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_Dict: Meta>
2023-11-02 08:29:59,901 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_Number: Percent>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Any>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_Int: Trigger>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_Int: Time to Event>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data NP>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data 1>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data 2>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Input>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Sync>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_stringable: Text>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File>  <Port_Dict: Meta>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File>  <Port_Number: Percent>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_Any: Any>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> -> <Port_Int: Trigger>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> -> <Port_Int: Time to Event>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_Any: Input>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_Any: Sync>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_stringable: Text>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta>  <Port_Number: Percent>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_Any: Any>
2023-11-02 08:29:59,902 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_Int: Trigger>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_Int: Time to Event>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta>  <Port_np_compatible: Data NP>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta>  <Port_np_compatible: Data 1>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta>  <Port_np_compatible: Data 2>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_Any: Input>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_Any: Sync>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Dict: Meta> -> <Port_stringable: Text>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Any: Any>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Int: Trigger>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Any: Input>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Any: Sync>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_stringable: Text>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Int: Trigger>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,903 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Any: Input>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Any: Sync>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_stringable: Text>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Int: Time to Event>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Any: Input>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Any: Sync>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_stringable: Text>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data NP>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_Any: Input>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_Any: Sync>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_stringable: Text>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_np_compatible: Data 1>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_Any: Input>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_Any: Sync>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_stringable: Text>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_np_compatible: Data 2>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_Any: Input>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_Any: Sync>
2023-11-02 08:29:59,904 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_stringable: Text>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_Any: Input>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_Any: Sync>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_stringable: Text>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Input> <--> <Port_Any: Sync>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Input> <--> <Port_stringable: Text>
2023-11-02 08:29:59,905 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Sync> <--> <Port_stringable: Text>
2023-11-02 08:30:13,644 | INFO | MainProcess | MainThread | Back to Home Screen
2023-11-02 08:30:13,644 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio
2023-11-02 08:30:13,664 | INFO | MainProcess | MainThread | Ref count old view (Home) 7
2023-11-02 08:30:13,664 | INFO | MainProcess | MainThread | Nr of views: 1
2023-11-02 08:30:16,268 | INFO | MainProcess | MainThread | Configuring: ./sample_projects/calculator/./pipelines/func_vis.json
2023-11-02 08:30:16,268 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio/sample_projects/calculator
2023-11-02 08:30:16,274 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Channel Names>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Data>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: HMM Meta>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: Hypo States>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: Matrix>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Text>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Annotation>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data 1>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data 2>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Toggle>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Stream>
2023-11-02 08:30:16,275 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Stream_segs>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: Sim>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: SSM>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger 1>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger 2>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_List_Int: File>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: Meta>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Number: Percent>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Any>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Trigger>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Time to Event>
2023-11-02 08:30:16,276 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data NP>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data 1>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data 2>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Input>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Sync>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_stringable: Text>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Data>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Dict: HMM Meta>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Dict: Hypo States>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: Matrix>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_List_Str: Text>
2023-11-02 08:30:16,277 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_List_Str: Annotation>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data 1>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data 2>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_Int: Toggle>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Stream>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Stream_segs>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: Sim>
2023-11-02 08:30:16,278 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: SSM>
2023-11-02 08:30:16,279 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger 1>
2023-11-02 08:30:16,279 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger 2>
2023-11-02 08:30:16,279 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger>
2023-11-02 08:30:16,279 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:30:16,279 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_List_Int: File>
